Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value
NIFTY,3-Jan-17,25-Jan-17,PE,9700,0,0,0,948.1,0,1470.3,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9750,0,0,0,994,0,1520.1,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9800,0,0,0,1655.65,1655.65,1569.9,0,0,0,75,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9850,0,0,0,1087.05,0,1619.75,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9900,0,0,0,1134.1,0,1669.55,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9950,0,0,0,1181.45,0,1719.35,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,10000,1809.3,1825.2,1761,1786.8,1791.4,1786.8,201,1777.21,269.71,794325,1800,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,10050,0,0,0,1276.9,0,1818.95,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,10100,1882.3,1882.3,1882.3,1882.3,1882.3,1882.3,2,17.97,2.82,3300,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,10150,0,0,0,1353.4,0,1918.55,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8500,312.4,346,285,315,320,315,3020,19960.34,707.84,909150,-60450,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8550,0,0,0,153.35,0,351.6,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8600,423,440,377.2,402,407.95,402,1239,8372,380.45,616950,-15900,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8650,0,0,0,193.95,0,439.1,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8700,514.4,530.9,474.4,499.4,501.15,499.4,555,3826.79,205.41,739275,-21825,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8750,0,0,0,240.8,0,531.6,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8800,611.95,630.95,570,594.05,602.7,594.05,957,6738.99,422.79,1088625,-49200,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8850,0,0,0,691,691,627.3,0,0,0,75,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8900,706.6,728.6,674,695.95,705,695.95,947,6810.35,489.12,748275,-49125,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8950,0,0,0,353.2,0,724.9,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9000,810,829.95,767.4,791.8,795,791.8,1235,9061.03,724.78,2172525,-36150,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9050,0,0,0,418.25,0,823.55,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9100,917.95,917.95,872,881.35,881.35,881.35,7,52.45,4.68,175875,-150,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9150,0,0,0,488.65,0,922.75,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9200,1014,1024,966.4,988,988,988,26,198.76,19.36,77025,225,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9250,0,0,0,564.05,0,1022.15,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9300,0,0,0,1107.6,1107.6,1071.9,0,0,0,30825,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9350,0,0,0,643.65,0,1121.7,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9400,1182.9,1182.9,1182.9,1182.9,1182.9,1182.9,2,15.87,1.77,33000,-150,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9450,0,0,0,727,0,1221.3,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9500,1297.3,1323.65,1268.05,1292.25,1295,1292.25,228,1845.34,220.84,306000,3450,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,9550,0,0,0,813.5,0,1320.9,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7450,6.5,6.5,3.55,5.35,5.6,5.35,17,95.06,0.07,450,-150,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7500,7.1,9.5,6.25,7.55,7.5,7.55,21960,123647.79,122.79,2571525,77700,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7550,10.35,10.55,7,8.5,8.5,8.5,87,493.19,0.55,15750,4800,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7600,11.7,13.75,9.05,11.05,11.15,11.05,26837,153189.26,218.36,2028825,-101925,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7650,15.4,15.85,11,12.75,13.4,12.75,311,1787.32,2.96,18450,3075,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7700,16.25,20.1,13.3,16.25,16.75,16.25,47341,273975.69,581.41,2504400,130950,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7750,19.75,23.85,16,19.7,20.4,19.7,2019,11765.07,29.63,82950,-24750,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7800,24.2,30,20.05,24.6,25,24.6,61197,359117.24,1114.79,3641625,72450,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7850,31.05,36.45,24.95,29.95,30.95,29.95,881,5207,20.11,47850,-525,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7900,36.15,45,30,37.05,38,37.05,74141,441324.07,2038.65,4084500,-264600,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,7950,43.25,54.6,36.6,45.05,46.7,45.05,2322,13922.86,77.94,104025,7050,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8000,53.65,66.45,44.75,55.1,57.1,55.1,117921,712288.96,4762.96,5940300,141000,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8050,63.8,80,54.8,66.25,68.25,66.25,3415,20784.41,166.34,176850,-5850,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8100,78.85,96.5,65.3,80.4,83,80.4,156077,957432.74,9264.96,3943500,250950,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8150,93.05,115.8,80,97.35,99,97.35,7102,43933.75,522.77,189000,26025,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8200,119.8,138.9,97.15,116.75,120.9,116.75,105294,656640.54,9082.44,2657475,280575,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8250,144.1,162.7,119.45,139.3,140.6,139.3,850,5348.97,89.59,42300,3975,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8300,164.45,195,145,167.05,173.5,167.05,15457,98125.37,1905.54,890625,75300,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8350,206,221.8,173.45,197.15,200.85,197.15,54,346.39,8.21,6300,150,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8400,232.45,264.55,208,233.1,238.95,233.1,4922,31856.65,848.05,1020675,-2250,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,8450,222.75,298.1,222.75,298.1,298.1,298.1,6,39.24,1.21,900,150,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,6400,0,0,0,0.3,0.3,0,0,0,0,150,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,6450,0,0,0,1.45,0,0,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,6500,0.65,0.65,0.45,0.55,0.5,0.55,304,1482.12,0.12,125700,-2250,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,6550,0,0,0,0.85,0,0,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,6600,0,0,0,2.6,0,0,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,6650,0,0,0,3.3,0,0,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,6700,0,0,0,1.25,1.25,0,0,0,0,600,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,6750,0,0,0,5.1,0,0,0,0,0,0,0,8192.25
NIFTY,3-Jan-17,25-Jan-17,PE,6800,0,0,0,0.7,0.7,0,0,0,0,3900,0,8192.25
NIFTY,4-Jan-17,25-Jan-17,PE,9600,0,0,0,1380.2,1380.2,1374.05,0,0,0,6825,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9650,0,0,0,902.65,0,1423.9,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9700,0,0,0,948.1,0,1473.7,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9750,0,0,0,994,0,1523.5,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9800,0,0,0,1655.65,1655.65,1573.35,0,0,0,75,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9850,0,0,0,1087.05,0,1623.15,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9900,0,0,0,1134.1,0,1672.95,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9950,0,0,0,1181.45,0,1722.8,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,10000,1780,1796,1770,1780.25,1785,1780.25,91,804.01,121.51,795750,1425,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,10050,0,0,0,1276.9,0,1822.4,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,10100,0,0,0,1882.3,1882.3,1872.2,0,0,0,3300,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,10150,0,0,0,1353.4,0,1922.05,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8550,0,0,0,153.35,0,350.3,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8600,384.8,410.05,380.25,395.35,395,395.35,1461,9854.92,431.47,594975,-21975,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8650,0,0,0,193.95,0,439.25,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8700,483,506.75,478,492.6,492.2,492.6,666,4590.42,244.77,702450,-36825,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8750,0,0,0,240.8,0,532.9,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8800,583.55,607.5,574,589.9,592.3,589.9,909,6404.59,405.19,1026975,-61650,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8850,0,0,0,691,691,629.45,0,0,0,75,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8900,684.5,707,673.75,692.3,689.95,692.3,1011,7274.98,526.55,696450,-51825,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8950,0,0,0,353.2,0,727.55,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9000,773.45,801.45,770,787.35,790,787.35,1349,9898.66,792.91,2124750,-47775,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9050,0,0,0,418.25,0,826.55,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9100,867.65,887.85,867.65,887.8,887.75,887.8,14,104.81,9.26,175950,75,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9150,0,0,0,488.65,0,925.9,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9200,999,999,976,985,985,985,13,99.31,9.61,76800,-225,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9250,0,0,0,564.05,0,1025.4,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9300,1080,1080,1080,1080,1080,1080,1,7.79,0.81,30825,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9350,0,0,0,643.65,0,1125,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9400,1186.05,1188.5,1184.15,1184.25,1184.25,1184.25,7,55.58,6.23,32475,-525,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9450,0,0,0,727,0,1224.65,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9500,1285,1293.4,1267.35,1285.35,1287,1285.35,80,647.01,77.01,304125,-1875,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,9550,0,0,0,813.5,0,1324.25,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7500,7.35,7.35,6.15,6.7,6.5,6.7,13919,78364.01,69.63,2705100,133575,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7550,9.5,10,8,8,8,8,12,68.03,0.08,15450,-300,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7600,10.3,10.55,9.15,9.85,9.7,9.85,15645,89291.7,115.2,2087550,58725,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7650,11.7,12.65,11.2,11.8,11.55,11.8,94,540.17,0.84,20175,1725,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7700,15.45,15.85,13.85,14.65,14.35,14.65,26129,151183.19,288.22,2505825,1425,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7750,18.4,19.45,16.5,17.75,16.5,17.75,585,3408.07,7.76,95475,12525,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7800,22.65,24.4,21.2,22.35,21.5,22.35,47286,277420.37,797.27,3735225,93600,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7850,30.95,30.95,25.9,27.15,26.3,27.15,318,1878.82,6.59,50700,2850,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7900,34.8,37.4,32,33.75,32.8,33.75,57185,340282.78,1461.65,3911550,-172950,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7950,41.45,45.35,38.95,41.6,40.2,41.6,1039,6227.44,32.41,115800,11775,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8000,52.95,56,48.25,50.7,49.5,50.7,77690,469129.18,2989.18,6125775,185475,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8050,64.15,67.55,59,61.85,60.9,61.85,1986,12083.56,93.09,186900,10050,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8100,75.35,82,71,74.95,72.9,74.95,90967,557787.06,5162.54,4314075,370575,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8150,90.05,98.9,86,91.1,89.5,91.1,4008,24775.1,276.2,228000,39000,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8200,111,119.8,103.25,110.2,108.25,110.2,85620,533645.99,7082.99,3070125,412650,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8250,133,142,124.1,131.95,129,131.95,825,5186.96,82.27,48225,5925,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8300,161.3,171.5,148.3,159.2,157,159.2,12621,80068.7,1502.97,923850,33225,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8350,186.05,199,182,197,197,197,30,192.04,4.16,7125,825,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8400,226.5,238,211.55,224.35,221.05,224.35,4661,30135.11,770.81,1097325,76650,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8450,264,264.35,264,264.2,264.35,264.2,2,13.07,0.4,975,75,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,8500,307.95,321,290,305.5,303,305.5,2688,17744.62,608.62,860250,-48900,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6400,0,0,0,0.3,0.3,0,0,0,0,150,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6450,0,0,0,1.45,0,0,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6500,0.45,0.5,0.4,0.5,0.45,0.5,124,604.54,0.04,124875,-825,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6550,0,0,0,0.85,0,0,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6600,0,0,0,2.6,0,0,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6650,0,0,0,3.3,0,0,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6700,0,0,0,1.25,1.25,0,0,0,0,600,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6750,0,0,0,5.1,0,0,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6800,0,0,0,0.7,0.7,0,0,0,0,3900,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6850,0,0,0,1.9,0,0,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6900,0,0,0,1.45,1.45,0,0,0,0,3150,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,6950,0,0,0,0.1,0,0,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7000,1.4,1.55,1.2,1.5,1.55,1.5,1169,6138.51,1.26,1286850,5850,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7050,1.75,2,1.25,1.8,2,1.8,10,52.89,0.01,74250,-75,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7100,1.6,1.9,1.6,1.85,1.75,1.85,729,3882.9,0.97,306450,-4500,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7150,0,0,0,0.4,0,0,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7200,2.15,2.35,2,2.3,2.2,2.3,1801,9728.42,3.02,589725,-225,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7250,0,0,0,0.7,0,0.05,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7300,3,3.3,2.65,2.95,2.85,2.95,4112,22522.39,9.19,810600,-23550,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7350,0,0,0,1.3,0,0.1,0,0,0,0,0,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7400,5.05,5.05,3.95,4.2,4.15,4.2,5009,27815.93,15.98,949200,29475,8190.5
NIFTY,4-Jan-17,25-Jan-17,PE,7450,5.5,5.5,5.5,5.5,5.5,5.5,8,44.73,0.03,1050,600,8190.5
NIFTY,5-Jan-17,25-Jan-17,PE,6400,0,0,0,0.3,0.3,0,0,0,0,150,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6450,0,0,0,1.45,0,0,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6500,0.45,0.55,0.45,0.45,0.45,0.45,462,2252.42,0.17,127200,2325,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6550,0,0,0,0.85,0,0,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6600,0,0,0,2.6,0,0,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6650,0,0,0,3.3,0,0,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6700,0.2,1,0.2,1,1,1,5,25.13,0,375,-225,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6750,0,0,0,5.1,0,0,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6800,0,0,0,0.7,0.7,0,0,0,0,3900,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6850,0,0,0,1.9,0,0,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6900,0.75,0.75,0.75,0.75,0.75,0.75,20,103.51,0.01,2400,-750,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,6950,0,0,0,0.1,0,0,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7000,1.25,1.55,1.1,1.15,1.1,1.15,2337,12271.45,2.2,1303200,16350,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7050,1.75,1.75,1,1.55,1.55,1.55,47,248.56,0.05,74175,-75,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7100,1.5,1.7,1.25,1.35,1.25,1.35,736,3920,0.8,293325,-13125,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7150,0,0,0,0.4,0,0,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7200,1.75,2.1,1.5,1.6,1.55,1.6,2894,15631.47,3.87,608250,18525,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7250,0,0,0,0.7,0,0.05,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7300,1.4,2.85,1.4,2,1.95,2,5290,28971.59,8.84,738675,-71925,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7350,0,0,0,1.3,0,0.05,0,0,0,0,0,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7400,3.9,3.9,2.55,2.7,2.6,2.7,10905,60546.8,24.05,880425,-68775,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7450,3.35,3.35,3.35,3.35,3.35,3.35,2,11.18,0.01,1200,150,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7500,5.05,5.8,3.75,4.05,3.85,4.05,31866,179351.44,105.19,3045150,340050,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7550,4.8,5.25,4.25,4.5,4.5,4.5,138,781.9,0.48,17100,1650,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7600,8.05,8.5,4.95,5.55,5.1,5.55,28317,161536.62,129.72,1929900,-157650,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7650,11,11,6.25,6.7,6.45,6.7,235,1349.55,1.24,23475,3300,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7700,10.3,12.85,7.3,7.95,7.6,7.95,50991,294815.17,342.15,2036550,-469275,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7750,14.75,15,9,9.6,9.35,9.6,1299,7560.94,10.51,98025,2550,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7800,18.95,18.95,11.4,12.2,11.65,12.2,67172,393639.22,683.02,3173700,-561525,8273.8
NIFTY,5-Jan-17,25-Jan-17,PE,7850,21.15,22.4,14,14.8,14.5,14.8,1730,10207.05,21.68,85275,34575,8273.8
